Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,TotalIncome,TotalIncome_log,LoanAmount_log,EMI,Income_Loan_Ratio
LP002187,1,0,0,0,0,2500,0.0,96.0,480.0,1.0,1,0,2500.0,7.824046010856292,4.564348191467836,0.2,26.041666666666668
LP002188,1,0,0,0,0,5124,0.0,124.0,360.0,0.0,0,0,5124.0,8.541690663016626,4.820281565605037,0.34444444444444444,41.32258064516129
LP002190,1,1,1,0,0,6325,0.0,175.0,360.0,1.0,1,1,6325.0,8.752265313595721,5.1647859739235145,0.4861111111111111,36.142857142857146
LP002191,1,1,0,0,0,19730,5266.0,570.0,360.0,1.0,0,0,24996.0,10.126471091048971,6.345636360828596,1.5833333333333333,43.85263157894737
LP002194,0,0,0,0,1,15759,0.0,55.0,360.0,1.0,1,1,15759.0,9.665166909622071,4.007333185232471,0.1527777777777778,286.5272727272727
LP002197,1,1,2,0,0,5185,0.0,155.0,360.0,1.0,1,1,5185.0,8.553525120663627,5.043425116919247,0.4305555555555556,33.45161290322581
LP002201,1,1,2,0,1,9323,7873.0,380.0,300.0,1.0,0,1,17196.0,9.752432077616172,5.940171252720432,1.2666666666666666,45.252631578947366
LP002205,1,0,1,0,0,3062,1987.0,111.0,180.0,0.0,2,0,5049.0,8.526945482858915,4.709530201312334,0.6166666666666667,45.486486486486484
LP002209,0,0,0,0,0,2764,1459.0,110.0,360.0,1.0,2,1,4223.0,8.348301054933943,4.700480365792417,0.3055555555555556,38.39090909090909
LP002211,1,1,0,0,0,4817,923.0,120.0,180.0,1.0,2,1,5740.0,8.655214489313613,4.787491742782046,0.6666666666666666,47.833333333333336
LP002219,1,1,3,0,0,8750,4996.0,130.0,360.0,1.0,0,1,13746.0,9.52850315168155,4.867534450455582,0.3611111111111111,105.73846153846154
LP002223,1,1,0,0,0,4310,0.0,130.0,360.0,1.0,1,1,4310.0,8.368693183097793,4.867534450455582,0.3611111111111111,33.15384615384615
LP002224,1,0,0,0,0,3069,0.0,71.0,480.0,1.0,2,0,3069.0,8.029107054619736,4.2626798770413155,0.14791666666666667,43.225352112676056
LP002225,1,1,2,0,0,5391,0.0,130.0,360.0,1.0,2,1,5391.0,8.592486175451668,4.867534450455582,0.3611111111111111,41.46923076923077
LP002226,1,1,0,0,0,3333,2500.0,128.0,360.0,1.0,1,1,5833.0,8.671286726753637,4.852030263919617,0.35555555555555557,45.5703125
LP002229,1,0,0,0,0,5941,4232.0,296.0,360.0,1.0,1,1,10173.0,9.227492430793749,5.69035945432406,0.8222222222222222,34.36824324324324
LP002231,0,0,0,0,0,6000,0.0,156.0,360.0,1.0,2,1,6000.0,8.699514748210191,5.049856007249537,0.43333333333333335,38.46153846153846
LP002234,1,0,0,0,1,7167,0.0,128.0,360.0,1.0,2,1,7167.0,8.877242435993919,4.852030263919617,0.35555555555555557,55.9921875
LP002236,1,1,2,0,0,4566,0.0,100.0,360.0,1.0,2,0,4566.0,8.42639282708974,4.605170185988092,0.2777777777777778,45.66
LP002237,1,0,1,0,0,3667,0.0,113.0,180.0,1.0,2,1,3667.0,8.207129168071326,4.727387818712341,0.6277777777777778,32.45132743362832
LP002239,1,0,0,1,0,2346,1600.0,132.0,360.0,1.0,1,1,3946.0,8.28045768658256,4.882801922586371,0.36666666666666664,29.893939393939394
LP002243,1,1,0,1,0,3010,3136.0,128.0,360.0,0.0,2,0,6146.0,8.72355674269043,4.852030263919617,0.35555555555555557,48.015625
LP002244,1,1,0,0,0,2333,2417.0,136.0,360.0,1.0,2,1,4750.0,8.465899897028686,4.912654885736052,0.37777777777777777,34.9264705882353
LP002250,1,1,0,0,0,5488,0.0,125.0,360.0,1.0,0,1,5488.0,8.610319169405722,4.8283137373023015,0.3472222222222222,43.904
LP002255,1,0,3,0,0,9167,0.0,185.0,360.0,1.0,0,1,9167.0,9.123365357961776,5.220355825078324,0.5138888888888888,49.55135135135135
LP002262,1,1,3,0,0,9504,0.0,275.0,360.0,1.0,0,1,9504.0,9.159468041602427,5.616771097666572,0.7638888888888888,34.56
LP002263,1,1,0,0,0,2583,2115.0,120.0,360.0,1.0,2,1,4698.0,8.454892165218858,4.787491742782046,0.3333333333333333,39.15
LP002265,1,1,2,1,0,1993,1625.0,113.0,180.0,1.0,1,1,3618.0,8.193676665955241,4.727387818712341,0.6277777777777778,32.017699115044245
LP002266,1,1,2,0,0,3100,1400.0,113.0,360.0,1.0,2,1,4500.0,8.411832675758411,4.727387818712341,0.3138888888888889,39.823008849557525
LP002272,1,1,2,0,0,3276,484.0,135.0,360.0,1.0,1,1,3760.0,8.23217423638394,4.90527477843843,0.375,27.85185185185185
LP002277,0,0,0,0,0,3180,0.0,71.0,360.0,0.0,2,0,3180.0,8.064636475774222,4.2626798770413155,0.19722222222222222,44.7887323943662
LP002281,1,1,0,0,0,3033,1459.0,95.0,360.0,1.0,2,1,4492.0,8.410053315858335,4.553876891600541,0.2638888888888889,47.28421052631579
LP002284,1,0,0,1,0,3902,1666.0,109.0,360.0,1.0,0,1,5568.0,8.624791202014256,4.6913478822291435,0.30277777777777776,51.08256880733945
LP002287,0,0,0,0,0,1500,1800.0,103.0,360.0,0.0,1,0,3300.0,8.101677747454572,4.634728988229636,0.2861111111111111,32.03883495145631
LP002288,1,1,2,1,0,2889,0.0,45.0,180.0,0.0,2,0,2889.0,7.968665700466235,3.8066624897703196,0.25,64.2
LP002296,1,0,0,1,0,2755,0.0,65.0,300.0,1.0,0,0,2755.0,7.9211727215870145,4.174387269895637,0.21666666666666667,42.38461538461539
LP002297,1,0,0,0,0,2500,20000.0,103.0,360.0,1.0,1,1,22500.0,10.021270588192511,4.634728988229636,0.2861111111111111,218.44660194174756
LP002300,0,0,0,1,0,1963,0.0,53.0,360.0,1.0,1,1,1963.0,7.5822291942764615,3.970291913552122,0.14722222222222223,37.0377358490566
LP002301,0,0,0,0,1,7441,0.0,194.0,360.0,1.0,0,0,7441.0,8.914760527397261,5.267858159063328,0.5388888888888889,38.355670103092784
LP002305,0,0,0,0,0,4547,0.0,115.0,360.0,1.0,1,1,4547.0,8.42222295382501,4.74493212836325,0.3194444444444444,39.53913043478261
LP002308,1,1,0,1,0,2167,2400.0,115.0,360.0,1.0,2,1,4567.0,8.426611813185,4.74493212836325,0.3194444444444444,39.71304347826087
LP002314,0,0,0,1,0,2213,0.0,66.0,360.0,1.0,0,1,2213.0,7.70210434005105,4.189654742026425,0.18333333333333332,33.53030303030303
LP002315,1,1,1,0,0,8300,0.0,152.0,300.0,0.0,1,0,8300.0,9.02401079378469,5.0238805208462765,0.5066666666666667,54.60526315789474
LP002317,1,1,3,0,0,81000,0.0,360.0,360.0,0.0,0,0,81000.0,11.302204433654575,5.886104031450156,1.0,225.0
LP002318,0,0,1,1,1,3867,0.0,62.0,360.0,1.0,1,0,3867.0,8.260234291607297,4.127134385045092,0.17222222222222222,62.37096774193548
LP002319,1,1,0,0,0,6256,0.0,160.0,360.0,1.0,2,1,6256.0,8.741296282225147,5.075173815233827,0.4444444444444444,39.1
LP002328,1,1,0,1,0,6096,0.0,218.0,360.0,0.0,0,0,6096.0,8.715388097366482,5.384495062789089,0.6055555555555555,27.96330275229358
LP002332,1,1,0,1,0,2253,2033.0,110.0,360.0,1.0,0,1,4286.0,8.363109176033522,4.700480365792417,0.3055555555555556,38.96363636363636
LP002335,0,1,0,1,0,2149,3237.0,178.0,360.0,0.0,1,0,5386.0,8.591558273371545,5.181783550292085,0.49444444444444446,30.258426966292134
LP002337,0,0,0,0,0,2995,0.0,60.0,360.0,1.0,2,1,2995.0,8.00469951054955,4.0943445622221,0.16666666666666666,49.916666666666664
LP002341,0,0,1,0,0,2600,0.0,160.0,360.0,1.0,2,0,2600.0,7.8632667240095735,5.075173815233827,0.4444444444444444,16.25
LP002342,1,1,2,0,1,1600,20000.0,239.0,360.0,1.0,2,0,21600.0,9.980448593672257,5.476463551931511,0.6638888888888889,90.3765690376569
LP002345,1,1,0,0,0,1025,2773.0,112.0,360.0,1.0,0,1,3798.0,8.242229891372231,4.718498871295094,0.3111111111111111,33.910714285714285
LP002347,1,1,0,0,0,3246,1417.0,138.0,360.0,1.0,1,1,4663.0,8.44741429680832,4.927253685157205,0.38333333333333336,33.789855072463766
LP002348,1,1,0,0,0,5829,0.0,138.0,360.0,1.0,0,1,5829.0,8.67060073804555,4.927253685157205,0.38333333333333336,42.23913043478261
LP002357,0,0,0,1,0,2720,0.0,80.0,360.0,0.0,2,0,2720.0,7.908387159290043,4.382026634673881,0.2222222222222222,34.0
LP002361,1,1,0,0,0,1820,1719.0,100.0,360.0,1.0,2,1,3539.0,8.171599480345463,4.605170185988092,0.2777777777777778,35.39
LP002362,1,1,1,0,0,7250,1667.0,110.0,360.0,0.0,2,0,8917.0,9.095714846134879,4.700480365792417,0.3055555555555556,81.06363636363636
LP002364,1,1,0,0,0,14880,0.0,96.0,360.0,1.0,1,1,14880.0,9.607773308387083,4.564348191467836,0.26666666666666666,155.0
LP002366,1,1,0,0,0,2666,4300.0,121.0,360.0,1.0,0,1,6966.0,8.848796450925947,4.795790545596741,0.33611111111111114,57.570247933884296
LP002367,0,0,1,1,0,4606,0.0,81.0,360.0,1.0,0,0,4606.0,8.43511508038063,4.394449154672439,0.225,56.864197530864196
LP002368,1,1,2,0,0,5935,0.0,133.0,360.0,1.0,1,1,5935.0,8.688622307043769,4.890349128221754,0.36944444444444446,44.62406015037594
LP002369,1,1,0,0,0,2920,16.12000084,87.0,360.0,1.0,0,1,2936.12000084,7.984844261119869,4.465908118654584,0.24166666666666667,33.74850575678161
LP002370,1,0,0,1,0,2717,0.0,60.0,180.0,1.0,2,1,2717.0,7.907283609426348,4.0943445622221,0.3333333333333333,45.28333333333333
LP002377,0,0,1,0,1,8624,0.0,150.0,360.0,1.0,1,1,8624.0,9.06230429314878,5.0106352940962555,0.4166666666666667,57.49333333333333
LP002379,1,0,0,0,0,6500,0.0,105.0,360.0,0.0,0,0,6500.0,8.779557455883728,4.653960350157523,0.2916666666666667,61.904761904761905
LP002386,1,0,0,0,0,12876,0.0,405.0,360.0,1.0,1,1,12876.0,9.463120392418698,6.003887067106539,1.125,31.79259259259259
LP002387,1,1,0,0,0,2425,2340.0,143.0,360.0,1.0,1,1,4765.0,8.469052816088302,4.962844630259907,0.3972222222222222,33.32167832167832
LP002390,1,0,0,0,0,3750,0.0,100.0,360.0,1.0,2,1,3750.0,8.229511118964457,4.605170185988092,0.2777777777777778,37.5
LP002393,0,1,0,0,0,10047,0.0,128.0,240.0,1.0,1,1,10047.0,9.215029361462314,4.852030263919617,0.5333333333333333,78.4921875
LP002398,1,0,0,0,0,1926,1851.0,50.0,360.0,1.0,1,1,3777.0,8.236685322712457,3.912023005428146,0.1388888888888889,75.54
LP002401,1,1,0,0,0,2213,1125.0,128.0,360.0,1.0,2,1,3338.0,8.11312710422178,4.852030263919617,0.35555555555555557,26.078125
LP002403,1,0,0,0,1,10416,0.0,187.0,360.0,0.0,2,0,10416.0,9.251098364448351,5.231108616854587,0.5194444444444445,55.70053475935829
LP002407,0,1,0,1,1,7142,0.0,138.0,360.0,1.0,0,1,7142.0,8.873748128154395,4.927253685157205,0.38333333333333336,51.7536231884058
LP002408,1,0,0,0,0,3660,5064.0,187.0,360.0,1.0,1,1,8724.0,9.07383312732152,5.231108616854587,0.5194444444444445,46.6524064171123
LP002409,1,1,0,0,0,7901,1833.0,180.0,360.0,1.0,0,1,9734.0,9.1833801903934,5.19295685089021,0.5,54.077777777777776
LP002418,1,0,3,1,0,4707,1993.0,148.0,360.0,1.0,1,1,6700.0,8.809862805379057,4.997212273764115,0.4111111111111111,45.270270270270274
LP002422,1,0,1,0,0,37719,0.0,152.0,360.0,1.0,1,1,37719.0,10.537919225261291,5.0238805208462765,0.4222222222222222,248.15131578947367
LP002424,1,1,0,0,0,7333,8333.0,175.0,300.0,1.0,0,1,15666.0,9.659248037927183,5.1647859739235145,0.5833333333333334,89.52
LP002429,1,1,1,0,1,3466,1210.0,130.0,360.0,1.0,0,1,4676.0,8.450198322591959,4.867534450455582,0.3611111111111111,35.96923076923077
LP002434,1,1,2,1,0,4652,0.0,110.0,360.0,1.0,0,1,4652.0,8.445052513638554,4.700480365792417,0.3055555555555556,42.29090909090909
LP002435,1,1,0,0,0,3539,1376.0,55.0,360.0,1.0,0,0,4915.0,8.500047032581268,4.007333185232471,0.1527777777777778,89.36363636363636
LP002443,1,1,2,0,0,3340,1710.0,150.0,360.0,0.0,0,0,5050.0,8.527143522269405,5.0106352940962555,0.4166666666666667,33.666666666666664
LP002444,1,0,1,1,1,2769,1542.0,190.0,360.0,1.0,1,0,4311.0,8.368925174747135,5.247024072160486,0.5277777777777778,22.689473684210526
LP002446,1,1,2,1,0,2309,1255.0,125.0,360.0,0.0,0,0,3564.0,8.1786387885907,4.8283137373023015,0.3472222222222222,28.512
LP002447,1,1,2,1,0,1958,1456.0,60.0,300.0,1.0,2,1,3414.0,8.135639903354386,4.0943445622221,0.2,56.9
LP002448,1,1,0,0,0,3948,1733.0,149.0,360.0,0.0,0,0,5681.0,8.644882552557126,5.003946305945459,0.41388888888888886,38.12751677852349
LP002449,1,1,0,0,0,2483,2466.0,90.0,180.0,0.0,0,1,4949.0,8.506940814951886,4.499809670330265,0.5,54.98888888888889
LP002453,1,0,0,0,1,7085,0.0,84.0,360.0,1.0,1,1,7085.0,8.865735152124781,4.430816798843313,0.23333333333333334,84.3452380952381
LP002455,1,1,2,0,0,3859,0.0,96.0,360.0,1.0,1,1,3859.0,8.258163361537619,4.564348191467836,0.26666666666666666,40.197916666666664
LP002459,1,1,0,0,0,4301,0.0,118.0,360.0,1.0,2,1,4301.0,8.366602832783736,4.770684624465665,0.3277777777777778,36.44915254237288
LP002467,1,1,0,0,0,3708,2569.0,173.0,360.0,1.0,2,0,6277.0,8.744647438317532,5.153291594497779,0.48055555555555557,36.283236994219656
LP002472,1,0,2,0,0,4354,0.0,136.0,360.0,1.0,0,1,4354.0,8.378850241794492,4.912654885736052,0.37777777777777777,32.01470588235294
LP002473,1,1,0,0,0,8334,0.0,160.0,360.0,1.0,1,0,8334.0,9.0280988119824,5.075173815233827,0.4444444444444444,52.0875
LP002478,1,1,0,0,1,2083,4083.0,160.0,360.0,1.0,1,1,6166.0,8.726805608446096,5.075173815233827,0.4444444444444444,38.5375
LP002484,1,1,3,0,0,7740,0.0,128.0,180.0,1.0,2,1,7740.0,8.954156966583772,4.852030263919617,0.7111111111111111,60.46875
LP002487,1,1,0,0,0,3015,2188.0,153.0,360.0,1.0,0,1,5203.0,8.556990661290303,5.030437921392435,0.425,34.00653594771242
LP002489,0,0,1,1,0,5191,0.0,132.0,360.0,1.0,1,1,5191.0,8.55468163582723,4.882801922586371,0.36666666666666664,39.32575757575758
LP002493,1,0,0,0,0,4166,0.0,98.0,360.0,0.0,1,0,4166.0,8.334711621820917,4.584967478670572,0.2722222222222222,42.51020408163265
LP002494,1,0,0,0,0,6000,0.0,140.0,360.0,1.0,0,1,6000.0,8.699514748210191,4.941642422609304,0.3888888888888889,42.857142857142854
LP002500,1,1,3,1,0,2947,1664.0,70.0,180.0,0.0,2,0,4611.0,8.436200032206706,4.248495242049359,0.3888888888888889,65.87142857142857
LP002501,1,1,0,0,0,16692,0.0,110.0,360.0,1.0,1,1,16692.0,9.722684841711443,4.700480365792417,0.3055555555555556,151.74545454545455
LP002502,0,1,2,1,0,210,2917.0,98.0,360.0,1.0,1,1,3127.0,8.047829357457841,4.584967478670572,0.2722222222222222,31.908163265306122
LP002505,1,1,0,0,0,4333,2451.0,110.0,360.0,1.0,2,0,6784.0,8.822322177471738,4.700480365792417,0.3055555555555556,61.67272727272727
LP002515,1,1,1,0,1,3450,2079.0,162.0,360.0,1.0,1,1,5529.0,8.617762246337932,5.087596335232384,0.45,34.129629629629626
LP002517,1,1,1,1,0,2653,1500.0,113.0,180.0,0.0,0,0,4153.0,8.331586243630754,4.727387818712341,0.6277777777777778,36.75221238938053
LP002519,1,1,3,0,0,4691,0.0,100.0,360.0,1.0,1,1,4691.0,8.453401058328458,4.605170185988092,0.2777777777777778,46.91
LP002522,0,0,0,0,1,2500,0.0,93.0,360.0,1.0,2,1,2500.0,7.824046010856292,4.532599493153256,0.25833333333333336,26.881720430107528
LP002524,1,0,2,0,0,5532,4648.0,162.0,360.0,1.0,0,1,10180.0,9.228180290104513,5.087596335232384,0.45,62.839506172839506
LP002527,1,1,2,0,1,16525,1014.0,150.0,360.0,1.0,0,1,17539.0,9.772182251758139,5.0106352940962555,0.4166666666666667,116.92666666666666
LP002529,1,1,2,0,0,6700,1750.0,230.0,300.0,1.0,1,1,8450.0,9.041921720351219,5.438079308923196,0.7666666666666667,36.73913043478261
LP002530,1,1,2,0,0,2873,1872.0,132.0,360.0,0.0,1,0,4745.0,8.464846711044029,4.882801922586371,0.36666666666666664,35.946969696969695
LP002531,1,1,1,0,1,16667,2250.0,86.0,360.0,1.0,1,1,18917.0,9.847816267665664,4.454347296253507,0.2388888888888889,219.96511627906978
LP002533,1,1,2,0,0,2947,1603.0,128.0,360.0,1.0,2,0,4550.0,8.422882511944996,4.852030263919617,0.35555555555555557,35.546875
LP002534,0,0,0,1,0,4350,0.0,154.0,360.0,1.0,0,1,4350.0,8.37793112408273,5.0369526024136295,0.42777777777777776,28.246753246753247
LP002536,1,1,3,1,0,3095,0.0,113.0,360.0,1.0,0,1,3095.0,8.037543185118697,4.727387818712341,0.3138888888888889,27.38938053097345
LP002537,1,1,0,0,0,2083,3150.0,128.0,360.0,1.0,1,1,5233.0,8.562740006372207,4.852030263919617,0.35555555555555557,40.8828125
LP002541,1,1,0,0,0,10833,0.0,234.0,360.0,1.0,1,1,10833.0,9.290352309945568,5.455321115357702,0.65,46.294871794871796
LP002543,1,1,2,0,0,8333,0.0,246.0,360.0,1.0,1,1,8333.0,9.027978814382207,5.5053315359323625,0.6833333333333333,33.8739837398374
LP002544,1,1,1,1,0,1958,2436.0,131.0,360.0,1.0,0,1,4394.0,8.387995252944556,4.875197323201151,0.3638888888888889,33.541984732824424
LP002545,1,0,2,0,0,3547,0.0,80.0,360.0,0.0,0,0,3547.0,8.173857454773621,4.382026634673881,0.2222222222222222,44.3375
LP002547,1,1,1,0,0,18333,0.0,500.0,360.0,1.0,2,0,18333.0,9.816457993563025,6.214608098422191,1.3888888888888888,36.666
LP002555,1,1,2,0,1,4583,2083.0,160.0,360.0,1.0,1,1,6666.0,8.804775258867686,5.075173815233827,0.4444444444444444,41.6625
LP002556,1,0,0,0,0,2435,0.0,75.0,360.0,1.0,2,0,2435.0,7.79770203551669,4.31748811353631,0.20833333333333334,32.46666666666667
LP002560,1,0,0,1,0,2699,2785.0,96.0,360.0,1.0,1,1,5484.0,8.609590040682205,4.564348191467836,0.26666666666666666,57.125
LP002562,1,1,1,1,0,5333,1131.0,186.0,360.0,1.0,2,1,6464.0,8.774003600200931,5.225746673713202,0.5166666666666667,34.75268817204301
LP002571,1,0,0,1,0,3691,0.0,110.0,360.0,1.0,0,1,3691.0,8.213652703029998,4.700480365792417,0.3055555555555556,33.554545454545455
LP002582,0,0,0,1,1,17263,0.0,225.0,360.0,1.0,1,1,17263.0,9.756320761816548,5.41610040220442,0.625,76.72444444444444
LP002585,1,1,0,0,0,3597,2157.0,119.0,360.0,0.0,0,0,5754.0,8.657650544111494,4.77912349311153,0.33055555555555555,48.35294117647059
LP002586,0,1,1,0,0,3326,913.0,105.0,84.0,1.0,1,1,4239.0,8.352082671352637,4.653960350157523,1.25,40.371428571428574
LP002587,1,1,0,1,0,2600,1700.0,107.0,360.0,1.0,0,1,4300.0,8.366370301681654,4.672828834461906,0.2972222222222222,40.18691588785047
LP002588,1,1,0,0,0,4625,2857.0,111.0,12.0,1.0,2,1,7482.0,8.920255414908091,4.709530201312334,9.25,67.4054054054054
LP002600,1,1,1,0,1,2895,0.0,95.0,360.0,1.0,1,1,2895.0,7.970740390007095,4.553876891600541,0.2638888888888889,30.473684210526315
LP002602,1,0,0,0,0,6283,4416.0,209.0,360.0,0.0,0,0,10699.0,9.277905558138606,5.342334251964811,0.5805555555555556,51.19138755980861
LP002603,0,0,0,0,0,645,3683.0,113.0,480.0,1.0,0,1,4328.0,8.372860820526318,4.727387818712341,0.23541666666666666,38.30088495575221
LP002606,0,0,0,0,0,3159,0.0,100.0,360.0,1.0,1,1,3159.0,8.058010800802085,4.605170185988092,0.2777777777777778,31.59
LP002615,1,1,2,0,0,4865,5624.0,208.0,360.0,1.0,1,1,10489.0,9.258082367961604,5.337538079701318,0.5777777777777777,50.42788461538461
LP002618,1,1,1,1,0,4050,5302.0,138.0,360.0,1.0,0,0,9352.0,9.143345503151904,4.927253685157205,0.38333333333333336,67.76811594202898
LP002619,1,1,0,1,0,3814,1483.0,124.0,300.0,1.0,1,1,5297.0,8.574895901544526,4.820281565605037,0.41333333333333333,42.71774193548387
LP002622,1,1,2,0,0,3510,4416.0,243.0,360.0,1.0,0,1,7926.0,8.97790377375038,5.493061443340548,0.675,32.617283950617285
LP002624,1,1,0,0,0,20833,6667.0,480.0,360.0,1.0,2,1,27500.0,10.221941283654663,6.173786103901937,1.3333333333333333,57.291666666666664
LP002625,1,0,0,0,0,3583,0.0,96.0,360.0,1.0,2,0,3583.0,8.183955717304954,4.564348191467836,0.26666666666666666,37.322916666666664
LP002626,1,1,0,0,1,2479,3013.0,188.0,360.0,1.0,2,1,5492.0,8.61104776688786,5.236441962829949,0.5222222222222223,29.21276595744681
LP002634,0,0,1,0,0,13262,0.0,40.0,360.0,1.0,2,1,13262.0,9.492658081928813,3.6888794541139363,0.1111111111111111,331.55
LP002637,1,0,0,1,0,3598,1287.0,100.0,360.0,1.0,0,0,4885.0,8.493924564476883,4.605170185988092,0.2777777777777778,48.85
LP002640,1,1,1,0,0,6065,2004.0,250.0,360.0,1.0,1,1,8069.0,8.995784837848506,5.521460917862246,0.6944444444444444,32.276
LP002643,1,1,2,0,0,3283,2035.0,148.0,360.0,1.0,2,1,5318.0,8.578852571802965,4.997212273764115,0.4111111111111111,35.932432432432435
LP002648,1,1,0,0,0,2130,6666.0,70.0,180.0,1.0,1,0,8796.0,9.082052351674651,4.248495242049359,0.3888888888888889,125.65714285714286
LP002652,1,0,0,0,0,5815,3666.0,311.0,360.0,1.0,0,0,9481.0,9.15704507491796,5.739792912179234,0.8638888888888889,30.485530546623796
LP002659,1,1,3,0,0,3466,3428.0,150.0,360.0,1.0,0,1,6894.0,8.83840674707681,5.0106352940962555,0.4166666666666667,45.96
LP002670,0,1,2,0,0,2031,1632.0,113.0,480.0,1.0,1,1,3663.0,8.206037762778815,4.727387818712341,0.23541666666666666,32.415929203539825
LP002682,1,1,0,1,0,3074,1800.0,123.0,360.0,0.0,1,0,4874.0,8.491670234185152,4.812184355372417,0.3416666666666667,39.6260162601626
LP002683,1,0,0,0,0,4683,1915.0,185.0,360.0,1.0,1,0,6598.0,8.794521851788527,5.220355825078324,0.5138888888888888,35.66486486486487
LP002684,0,0,0,1,0,3400,0.0,95.0,360.0,1.0,0,0,3400.0,8.131530710604252,4.553876891600541,0.2638888888888889,35.78947368421053
LP002689,1,1,2,1,0,2192,1742.0,45.0,360.0,1.0,1,1,3934.0,8.277411998949004,3.8066624897703196,0.125,87.42222222222222
LP002690,1,0,0,0,0,2500,0.0,55.0,360.0,1.0,1,1,2500.0,7.824046010856292,4.007333185232471,0.1527777777777778,45.45454545454545
LP002692,1,1,3,0,1,5677,1424.0,100.0,360.0,1.0,0,1,7101.0,8.867990898182093,4.605170185988092,0.2777777777777778,71.01
LP002693,1,1,2,0,1,7948,7166.0,480.0,360.0,1.0,0,1,15114.0,9.623376745580666,6.173786103901937,1.3333333333333333,31.4875
LP002697,1,0,0,0,0,4680,2087.0,128.0,360.0,1.0,1,0,6767.0,8.819813136232225,4.852030263919617,0.35555555555555557,52.8671875
LP002699,1,1,2,0,1,17500,0.0,400.0,360.0,1.0,0,1,17500.0,9.769956159911606,5.991464547107982,1.1111111111111112,43.75
LP002705,1,1,0,0,0,3775,0.0,110.0,360.0,1.0,1,1,3775.0,8.236155661683124,4.700480365792417,0.3055555555555556,34.31818181818182
LP002706,1,1,1,1,0,5285,1430.0,161.0,360.0,0.0,1,1,6715.0,8.812099108957337,5.081404364984463,0.44722222222222224,41.70807453416149
LP002714,1,0,1,1,0,2679,1302.0,94.0,360.0,1.0,1,1,3981.0,8.289288323000317,4.543294782270004,0.2611111111111111,42.351063829787236
LP002716,1,0,0,1,0,6783,0.0,130.0,360.0,1.0,1,1,6783.0,8.82217476094608,4.867534450455582,0.3611111111111111,52.176923076923075
LP002717,1,1,0,0,0,1025,5500.0,216.0,360.0,1.0,0,1,6525.0,8.783396232190894,5.375278407684165,0.6,30.208333333333332
LP002720,1,1,3,0,0,4281,0.0,100.0,360.0,1.0,2,1,4281.0,8.361941906144946,4.605170185988092,0.2777777777777778,42.81
LP002723,1,0,2,0,0,3588,0.0,110.0,360.0,0.0,0,0,3588.0,8.185350223178686,4.700480365792417,0.3055555555555556,32.61818181818182
LP002729,1,0,1,0,0,11250,0.0,196.0,360.0,1.0,1,0,11250.0,9.328123407632566,5.278114659230517,0.5444444444444444,57.39795918367347
LP002731,0,0,0,1,1,18165,0.0,125.0,360.0,1.0,2,1,18165.0,9.807251944655302,4.8283137373023015,0.3472222222222222,145.32
LP002732,1,0,0,1,0,2550,2042.0,126.0,360.0,1.0,0,1,4592.0,8.432070937999402,4.836281906951478,0.35,36.44444444444444
LP002734,1,1,0,0,0,6133,3906.0,324.0,360.0,1.0,2,1,10039.0,9.214232786691527,5.780743515792329,0.9,30.984567901234566
LP002738,1,0,2,0,0,3617,0.0,107.0,360.0,1.0,1,1,3617.0,8.193400231952097,4.672828834461906,0.2972222222222222,33.80373831775701
LP002739,1,1,0,1,0,2917,536.0,66.0,360.0,1.0,0,0,3453.0,8.146998697389993,4.189654742026425,0.18333333333333332,52.31818181818182
LP002740,1,1,3,0,0,6417,0.0,157.0,180.0,1.0,0,1,6417.0,8.766705997750515,5.056245805348308,0.8722222222222222,40.87261146496815
LP002741,0,1,1,0,0,4608,2845.0,140.0,180.0,1.0,1,1,7453.0,8.916371914881694,4.941642422609304,0.7777777777777778,53.23571428571429
LP002743,0,0,0,0,0,2138,0.0,99.0,360.0,0.0,1,0,2138.0,7.6676260915849905,4.59511985013459,0.275,21.595959595959595
LP002753,0,0,1,0,0,3652,0.0,95.0,360.0,1.0,1,1,3652.0,8.20303024171486,4.553876891600541,0.2638888888888889,38.44210526315789
LP002755,1,1,1,1,0,2239,2524.0,128.0,360.0,1.0,2,1,4763.0,8.46863300080086,4.852030263919617,0.35555555555555557,37.2109375
LP002757,0,1,0,1,0,3017,663.0,102.0,360.0,1.0,1,1,3680.0,8.210668031162976,4.624972813284271,0.2833333333333333,36.07843137254902
LP002767,1,1,0,0,0,2768,1950.0,155.0,360.0,1.0,0,1,4718.0,8.45914025996762,5.043425116919247,0.4305555555555556,30.438709677419354
LP002768,1,0,0,1,0,3358,0.0,80.0,36.0,1.0,1,0,3358.0,8.119100837637486,4.382026634673881,2.2222222222222223,41.975
LP002772,1,0,0,0,0,2526,1783.0,145.0,360.0,1.0,0,1,4309.0,8.368461137615839,4.976733742420574,0.4027777777777778,29.717241379310344
LP002776,0,0,0,0,0,5000,0.0,103.0,360.0,0.0,1,0,5000.0,8.517193191416238,4.634728988229636,0.2861111111111111,48.54368932038835
LP002777,1,1,0,0,0,2785,2016.0,110.0,360.0,1.0,0,1,4801.0,8.476579508530941,4.700480365792417,0.3055555555555556,43.64545454545455
